Pais;Ecoregion;Km total;Species;size;distance
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;120;76
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;100;184
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;22;347
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;60;72
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;800;378
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;100;50
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;100;110
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;150;201
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;200;120
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;250;500
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;4;50
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;4;99
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;250;618
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;14;30
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;150;111
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;51;790
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;10;695
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;62;310
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;100;365
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;52;397
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;8;581
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;275;365
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;252;352
Chile;Valdivian temperate forests;3052,97;Enicognathus leptorhynchus;150;449
Colombia;Cauca Valley dry forests;137,6;Psittacara wagleri;6;50
Colombia;Cauca Valley dry forests;137,6;Pionus menstruus;2;50
Colombia;Cauca Valley dry forests;137,6;Pionus menstruus;7;397
Colombia;Cauca Valley dry forests;137,6;Pionus menstruus;2;15
Colombia;Cauca Valley dry forests;137,6;Pionus menstruus;2;30
Colombia;Cauca Valley dry forests;137,6;Psittacara wagleri;4;0
Colombia;Cauca Valley dry forests;137,6;Pionus menstruus;1;30
Colombia;Cauca Valley dry forests;137,6;Pionus menstruus;4;0
Colombia;Cauca Valley dry forests;137,6;Pionus menstruus;7;0
Colombia;Cauca Valley dry forests;137,6;Pionus menstruus;2;15
Colombia;Cauca Valley dry forests;137,6;Pionus menstruus;19;0
Colombia;Cauca Valley dry forests;137,6;Pionus menstruus;5;15
Colombia;Cauca Valley dry forests;137,6;Pionus menstruus;3;0
Colombia;Cauca Valley dry forests;137,6;Psittacara wagleri;20;15
Colombia;Cauca Valley dry forests;137,6;Psittacara wagleri;2;0
Colombia;Cauca Valley dry forests;137,6;Psittacara wagleri;3;0
Colombia;Cauca Valley dry forests;137,6;Psittacara wagleri;6;0
Colombia;Cauca Valley dry forests;137,6;Psittacara wagleri;1;0
Colombia;Cauca Valley dry forests;137,6;Psittacara wagleri;2;0
Colombia;Cauca Valley dry forests;137,6;Psittacara wagleri;7;0
Colombia;Cauca Valley dry forests;137,6;Psittacara wagleri;8;0
Colombia;Cauca Valley dry forests;137,6;Psittacara wagleri;22;0
Colombia;Cauca Valley dry forests;137,6;Psittacara wagleri;20;0
Colombia;Cauca Valley dry forests;137,6;Psittacara wagleri;4;15
Colombia;Cauca Valley montane forests;519,9;Amazona mercenarius;8;136
Colombia;Cauca Valley montane forests;519,9;Amazona mercenarius;2;10
Colombia;Cauca Valley montane forests;519,9;Amazona mercenarius;51;25
Colombia;Cauca Valley montane forests;519,9;Amazona mercenarius;8;10
Colombia;Cauca Valley montane forests;519,9;Psittacara wagleri;30;250
Colombia;Cauca Valley montane forests;519,9;Amazona mercenarius;4;45
Colombia;Cauca Valley montane forests;519,9;Psittacara wagleri;19;270
Colombia;Cauca Valley montane forests;519,9;Amazona mercenarius;19;50
Colombia;Cauca Valley montane forests;519,9;Psittacara wagleri;54;90
Colombia;Cauca Valley montane forests;519,9;Amazona mercenarius;60;100
Colombia;Cauca Valley montane forests;519,9;Psittacara wagleri;14;100
Colombia;Cauca Valley montane forests;519,9;Amazona mercenarius;14;150
Colombia;Cauca Valley montane forests;519,9;Psittacara wagleri;17;120
Colombia;Cauca Valley montane forests;519,9;Amazona mercenarius;6;200
Colombia;Cauca Valley montane forests;519,9;Amazona mercenarius;4;80
Colombia;Cauca Valley montane forests;519,9;Pionus chalcopterus;2;218
Colombia;Cauca Valley montane forests;519,9;Pionus chalcopterus;2;220
Colombia;Cauca Valley montane forests;519,9;Pionus chalcopterus;2;250
Colombia;Cauca Valley montane forests;519,9;Amazona mercenarius;2;200
Colombia;Cauca Valley montane forests;519,9;Pionus chalcopterus;6;440
Colombia;Cauca Valley montane forests;519,9;Pionus chalcopterus;4;120
Colombia;Cauca Valley montane forests;519,9;Pionus chalcopterus;7;150
Colombia;Cauca Valley montane forests;519,9;Pionus chalcopterus;8;120
Colombia;Cauca Valley montane forests;519,9;Psittacara wagleri;40;0
Colombia;Cauca Valley montane forests;519,9;Pionus chalcopterus;2;20
Colombia;Cauca Valley montane forests;519,9;Psittacara wagleri;2;80
Colombia;Cauca Valley montane forests;519,9;Psittacara wagleri;3;100
Colombia;Cauca Valley montane forests;519,9;Psittacara wagleri;4;15
Colombia;Cauca Valley montane forests;519,9;Amazona mercenarius;4;250
Colombia;Cauca Valley montane forests;519,9;Psittacara wagleri;4;20
Colombia;Cauca Valley montane forests;519,9;Psittacara wagleri;120;15
Colombia;Cauca Valley montane forests;519,9;Pionus chalcopterus;14;78
Colombia;Cauca Valley montane forests;519,9;Pionus chalcopterus;2;58
Colombia;Cauca Valley montane forests;519,9;Pionus chalcopterus;20;650
Colombia;Cauca Valley montane forests;519,9;Pionus chalcopterus;2;650
Colombia;Cauca Valley montane forests;519,9;Pionus chalcopterus;2;450
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;2;85
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;1;50
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;2;70
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;1;51
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;3;40
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;1;75
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;14;0
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;4;217
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;2;50
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;2;0
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;1;25
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;9;0
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;7;37
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;67
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;4;70
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;2;78
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;5;50
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;3;47
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;174
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;3;35
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;4;15
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;0
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;40
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;25
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;97
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;3;20
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;9;122
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;30
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;50
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;10
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;20
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;2;167
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;3;25
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;96
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;45
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;70
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;2;86
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;4;46
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;7;122
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;100
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;2;80
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;7;200
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;4;100
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;12;40
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;25;180
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;9;250
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;4;70
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;2;25
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;12;25
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;5;213
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;10;307
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;25
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;25
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;3;30
Colombia;Choco-Darian moist forests;260,8;Pionus menstruus;6;0
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;4;90
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;2;264
Colombia;Choco-Darian moist forests;260,8;Brotogeris jugularis;1;25
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;2;0
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;7;0
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;4;20
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;1;0
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;4;75
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;10;45
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;12;100
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;4;61
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;10;50
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;4;10
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;8;40
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;7;20
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;30;0
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;2;101
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;4;0
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;4;60
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;2;10
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;6;20
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;2;60
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;2;0
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;2;42
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;2;45
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;35;141
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;2;90
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;22;62
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;15;0
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;3;0
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;5;20
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;3;142
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;5;30
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;2;30
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;2;40
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;14;0
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;4;30
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;3;50
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;5;0
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;6;0
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;2;30
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;2;15
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;20;250
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;2;0
Colombia;Cordillera Oriental montane forests;96,9;Pionus menstruus;3;40
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;40;50
Colombia;Cordillera Oriental montane forests;96,9;Brotogeris jugularis;30;90
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;5;156
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;11;156
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;1;50
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;70
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;5;128
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;3;100
Colombia;Guajira-Barranquilla xeric scrub;379,6;Pionus menstruus;6;65
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;4;75
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;5;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;4;50
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;11;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;4;10
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;10;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Pionus menstruus;2;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;30
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;7;50
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;5;10
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;4;30
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;13;61
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;25
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;100
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;1;55
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;40
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;3;81
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;30;70
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;40
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;1;28
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;15
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;60
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;30;25
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;11;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;60
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;12;50
Colombia;Guajira-Barranquilla xeric scrub;379,6;Pionus menstruus;2;70
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;80
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;6;28
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;18;28
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;4;30
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;4;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;9;30
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;10;15
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;30
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;6;90
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;4;10
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;12;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;1;50
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;25;40
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;8;60
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;10;40
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;1;40
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;4;75
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;70
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;6;80
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;70
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;10;96
Colombia;Guajira-Barranquilla xeric scrub;379,6;Forpus passerinus;1;8
Colombia;Guajira-Barranquilla xeric scrub;379,6;Forpus passerinus;2;5
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;70
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;38
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;30
Colombia;Guajira-Barranquilla xeric scrub;379,6;Forpus passerinus;1;45
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;4;45
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;9;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;58
Colombia;Guajira-Barranquilla xeric scrub;379,6;Forpus passerinus;2;6
Colombia;Guajira-Barranquilla xeric scrub;379,6;Forpus passerinus;1;6
Colombia;Guajira-Barranquilla xeric scrub;379,6;Forpus passerinus;1;6
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;90
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;4;30
Colombia;Guajira-Barranquilla xeric scrub;379,6;Forpus passerinus;2;40
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;3;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;1;30
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;88
Colombia;Guajira-Barranquilla xeric scrub;379,6;Forpus passerinus;2;10
Colombia;Guajira-Barranquilla xeric scrub;379,6;Forpus passerinus;1;18
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;4;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;1;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Forpus passerinus;2;20
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;25
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;1;30
Colombia;Guajira-Barranquilla xeric scrub;379,6;Forpus passerinus;1;40
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;40
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;3;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;6;21
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;80
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;30
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;16;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;37
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;15
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;90
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;5;90
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;10
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;3;90
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;12;55
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;35
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;4;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;14;20
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;6;20
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;1;60
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;200
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;45
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;3;90
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;8;30
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;45
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;3;30
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;4;70
Colombia;Guajira-Barranquilla xeric scrub;379,6;Pionus menstruus;1;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;7;50
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;10;200
Colombia;Guajira-Barranquilla xeric scrub;379,6;Pionus menstruus;2;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Pionus menstruus;1;100
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;4;90
Colombia;Guajira-Barranquilla xeric scrub;379,6;Pionus menstruus;1;78
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;4;40
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;40
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;1;60
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;3;35
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;80
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;12;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;4;20
Colombia;Guajira-Barranquilla xeric scrub;379,6;Pionus menstruus;8;60
Colombia;Guajira-Barranquilla xeric scrub;379,6;Pionus menstruus;6;70
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;6;22
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;4;80
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;3;50
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;8;90
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;6;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;60
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;1;50
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;2;72
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;2;0
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;5;53
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;3;5
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;4;30
Colombia;Guajira-Barranquilla xeric scrub;379,6;Brotogeris jugularis;10;74
Colombia;Guajira-Barranquilla xeric scrub;379,6;Eupsittula pertinax;6;45
Colombia;Guajira-Barranquilla xeric scrub;379,6;Pionus menstruus;3;0
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;3;80
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;6;25
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;4;20
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;2;135
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;3;80
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;1;60
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;6;70
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;4;20
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;2;200
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;2;70
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;50;200
Colombia;Magdalena-Uraba moist forests;226,8;Amazona ochrocephala;3;45
Colombia;Magdalena-Uraba moist forests;226,8;Amazona ochrocephala;2;49
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;6;53
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;2;35
Colombia;Magdalena-Uraba moist forests;226,8;Amazona ochrocephala;2;250
Colombia;Magdalena-Uraba moist forests;226,8;Amazona ochrocephala;1;44
Colombia;Magdalena-Uraba moist forests;226,8;Amazona ochrocephala;2;20
Colombia;Magdalena-Uraba moist forests;226,8;Amazona ochrocephala;4;30
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;6;80
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;12;35
Colombia;Magdalena-Uraba moist forests;226,8;Amazona ochrocephala;2;58
Colombia;Magdalena-Uraba moist forests;226,8;Amazona ochrocephala;2;60
Colombia;Magdalena-Uraba moist forests;226,8;Amazona ochrocephala;3;10
Colombia;Magdalena-Uraba moist forests;226,8;Amazona ochrocephala;1;50
Colombia;Magdalena-Uraba moist forests;226,8;Amazona ochrocephala;5;170
Colombia;Magdalena-Uraba moist forests;226,8;Amazona ochrocephala;1;148
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;9;30
Colombia;Magdalena-Uraba moist forests;226,8;Brotogeris jugularis;3;30
Colombia;Magdalena-Uraba moist forests;226,8;Amazona ochrocephala;2;10
Colombia;Magdalena-Uraba moist forests;226,8;Amazona ochrocephala;1;58
